"filename", "language", "JSON with Comments", "TypeScript", "JavaScript", "JSON", "TypeScript JSX", "Markdown", "PostCSS", "Prisma", "YAML", "MS SQL", "comment", "blank", "total"
"c:\Users\ckris\Desktop\Darbai\apms\apps\web\src\app\projects\[id]\roles\role-form.tsx", "TypeScript JSX", 0, 0, 0, 0, 521, 0, 0, 0, 0, 0, 0, 76, 597
"c:\Users\ckris\Desktop\Darbai\apms\apps\web\src\app\projects\create-project-form.tsx", "TypeScript JSX", 0, 0, 0, 0, 319, 0, 0, 0, 0, 0, 0, 35, 354
"c:\Users\ckris\Desktop\Darbai\apms\apps\web\src\app\projects\create\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 3, 26
"c:\Users\ckris\Desktop\Darbai\apms\apps\web\src\app\projects\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 134, 0, 0, 0, 0, 0, 0, 21, 155
"c:\Users\ckris\Desktop\Darbai\apms\apps\web\src\app\projects\projects-header.tsx", "TypeScript JSX", 0, 0, 0, 0, 91, 0, 0, 0, 0, 0, 0, 11, 102
"c:\Users\ckris\Desktop\Darbai\apms\apps\web\src\app\register\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 111, 0, 0, 0, 0, 0, 0, 16, 127
"c:\Users\ckris\Desktop\Darbai\apms\apps\web\src\auth.ts", "TypeScript", 0, 122, 0, 0, 0, 0, 0, 0, 0, 0, 1, 24, 147
"c:\Users\ckris\Desktop\Darbai\apms\apps\web\src\components\error-modal.tsx", "TypeScript JSX", 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 3, 36
"c:\Users\ckris\Desktop\Darbai\apms\apps\web\src\components\language-switcher.tsx", "TypeScript JSX", 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 5, 32
"c:\Users\ckris\Desktop\Darbai\apms\apps\web\src\i18n\en.ts", "TypeScript", 0, 843, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 845
"c:\Users\ckris\Desktop\Darbai\apms\apps\web\src\i18n\get-dictionary.ts", "TypeScript", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10
"c:\Users\ckris\Desktop\Darbai\apms\apps\web\src\i18n\lt.ts", "TypeScript", 0, 453, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 455
"c:\Users\ckris\Desktop\Darbai\apms\apps\web\src\i18n\use-t.ts", "TypeScript", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"c:\Users\ckris\Desktop\Darbai\apms\apps\web\src\lib\api.ts", "TypeScript", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 26, 8, 73
"c:\Users\ckris\Desktop\Darbai\apms\apps\web\src\lib\error-message.ts", "TypeScript", 0, 176, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 208
"c:\Users\ckris\Desktop\Darbai\apms\apps\web\src\lib\with-auth-redirect.ts", "TypeScript", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"c:\Users\ckris\Desktop\Darbai\apms\apps\web\src\providers\language-provider.tsx", "TypeScript JSX", 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 8, 52
"c:\Users\ckris\Desktop\Darbai\apms\apps\web\src\providers\session-expiry-manager.tsx", "TypeScript JSX", 0, 0, 0, 0, 117, 0, 0, 0, 0, 0, 1, 24, 142
"c:\Users\ckris\Desktop\Darbai\apms\apps\web\src\providers\session-provider.tsx", "TypeScript JSX", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 2, 11
"c:\Users\ckris\Desktop\Darbai\apms\apps\web\src\types\next-auth.d.ts", "TypeScript", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 22
"c:\Users\ckris\Desktop\Darbai\apms\apps\web\tsconfig.json", "JSON with Comments", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 35
"Total", "-", 62, 9582, 86, 150, 6089, 91, 22, 459, 3354, 367, 293, 3394, 23949
